FinalID,BOLD_Records,BOLD_Records_CA,BOLD_Records_COI,BOLD_Records_COI_CA,BOLD_Records_COI_SW,BOLD_Records_COI_USA,BOLD_Records_ITS,BOLD_Records_ITS_CA,BOLD_Records_ITS_SW,BOLD_Records_ITS_USA,BOLD_Records_matK,BOLD_Records_matK_CA,BOLD_Records_matK_SW,BOLD_Records_matK_USA,BOLD_Records_rbcL,BOLD_Records_rbcL_CA,BOLD_Records_rbcL_SW,BOLD_Records_rbcL_USA,BOLD_Records_SW,BOLD_Records_trnL,BOLD_Records_trnL_CA,BOLD_Records_trnL_SW,BOLD_Records_trnL_USA,BOLD_Records_USA,CommonName,ParentOrganismFinalID,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode
Hygrohypnum bestii,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum bestii,NA,NA,60
Hygrohypnum cochlearifolium,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum cochlearifolium,NA,NA,60
Hygrohypnum duriusculum,9,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum duriusculum,NA,NA,60
Hygrohypnum luridum,16,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum luridum,NA,NA,60
Hygrohypnum molle,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum molle,NA,NA,60
Hygrohypnum ochraceum,14,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum ochraceum,NA,NA,60
Hygrohypnum smithii,9,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum smithii,NA,NA,60
Hygrohypnum styriacum,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum styriacum,NA,NA,60
Hymenostylium,36,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Hymenostylium,NA,Hymenostylium,NA,NA,50
Hymenostylium recurvirostrum,29,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,NA,Hymenostylium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Hymenostylium,NA,Hymenostylium recurvirostrum,NA,NA,60
Imbribryum,16,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,NA,Bryaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum,NA,NA,50
Imbribryum alpinum,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum alpinum,NA,NA,60
Imbribryum gemmiparum,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum gemmiparum,NA,NA,60
Imbribryum microchaeton,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum microchaeton,NA,NA,60
Imbribryum mildeanum,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum mildeanum,NA,NA,60
Imbribryum miniatum,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum miniatum,NA,NA,60
Imbribryum muhlenbeckii,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum muhlenbeckii,NA,NA,60
Imbribryum sp. nov.,16,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum sp. nov.,NA,NA,60
Kindbergia,134,1,0,0,0,0,129,1,1,11,0,0,0,0,3,0,0,0,1,2,0,0,0,11,NA,Brachytheciaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Kindbergia,NA,Kindbergia,NA,NA,50
Kindbergia oregana,10,0,0,0,0,0,6,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,NA,Kindbergia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Kindbergia,NA,Kindbergia oregana,NA,NA,60
Kindbergia praelonga,109,1,0,0,0,0,108,1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,0,7,NA,Kindbergia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Kindbergia,NA,Kindbergia praelonga,NA,NA,60
Leptobryum,68,0,0,0,0,0,67,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,5,NA,Meesiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Leptobryum,NA,Leptobryum,NA,NA,50
Leptobryum pyriforme,49,0,0,0,0,0,48,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,5,NA,Leptobryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Leptobryum,NA,Leptobryum pyriforme,NA,NA,60
Leptodictyum,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Leptodictyum,NA,Leptodictyum,NA,NA,50
Leptodictyum humile,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Leptodictyum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Leptodictyum,NA,Leptodictyum humile,NA,NA,60
Leptodictyum riparium,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,Leptodictyum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Leptodictyum,NA,Leptodictyum riparium,NA,NA,60
Leptophascum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Leptophascum,NA,Leptophascum,NA,NA,50
Leptophascum leptophyllum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Leptophascum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Leptophascum,NA,Leptophascum leptophyllum,NA,NA,60
Leskea,47,0,0,0,0,0,28,0,0,6,0,0,0,0,10,0,0,0,0,9,0,0,0,6,NA,Leskeaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Leskea,NA,Leskea,NA,NA,50
Leskea polycarpa,20,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,NA,Leskea,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Leskea,NA,Leskea polycarpa,NA,NA,60
Leskeaceae,306,0,0,0,0,0,193,0,1,21,0,0,0,0,56,0,0,0,1,57,0,0,0,21,NA,Hypnales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,NA,NA,Leskeaceae,NA,NA,40
Leucolepis,8,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,NA,Mniaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Leucolepis,NA,Leucolepis,NA,NA,50
Leucolepis acanthoneura,7,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,NA,Leucolepis,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Leucolepis,NA,Leucolepis acanthoneura,NA,NA,60
Limprichtia,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Limprichtia,NA,Limprichtia,NA,NA,50
Limprichtia revolvens,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Limprichtia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Limprichtia,NA,Limprichtia revolvens,NA,NA,60
Meesia,38,0,0,0,0,0,17,0,0,3,0,0,0,0,20,0,0,3,0,1,0,0,0,6,NA,Meesiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia,NA,NA,50
Meesia longiseta,6,0,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,4,NA,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia longiseta,NA,NA,60
Meesia triquetra,9,0,0,0,0,0,3,0,0,1,0,0,0,0,5,0,0,1,0,1,0,0,0,2,NA,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia triquetra,NA,NA,60
Meesia uliginosa,17,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,NA,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia uliginosa,NA,NA,60
Meesiaceae,117,0,0,0,0,0,88,0,0,7,0,0,0,0,27,0,0,4,0,2,0,0,0,11,NA,Splachnales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,NA,NA,Meesiaceae,NA,NA,40
Microbryum,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Microbryum,NA,Microbryum,NA,NA,50
Microbryum davallianum,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Microbryum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Microbryum,NA,Microbryum davallianum,NA,NA,60
Microbryum starckeanum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Microbryum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Microbryum,NA,Microbryum starckeanum,NA,NA,60
Microbryum vlassovii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Microbryum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Microbryum,NA,Microbryum vlassovii,NA,NA,60
Micromitrium,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Micromitrium,NA,Micromitrium,NA,NA,50
Micromitrium tenerum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Micromitrium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Micromitrium,NA,Micromitrium tenerum,NA,NA,60
Mielichhoferia,172,0,0,0,0,0,158,0,0,84,0,0,0,0,9,0,0,0,0,5,0,0,0,84,NA,Mielichhoferiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia,NA,NA,50
Mielichhoferia elongata,104,0,0,0,0,0,101,0,0,66,0,0,0,0,2,0,0,0,0,1,0,0,0,66,NA,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia elongata,NA,NA,60
Mielichhoferia mielichhoferniana,59,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,4,0,0,0,0,4,0,0,0,16,NA,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia mielichhoferniana,NA,NA,60
Mielichhoferia shevockii,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia shevockii,NA,NA,60
Mielichhoferiaceae,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Bryales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,NA,NA,Mielichhoferiaceae,NA,NA,40
Mniaceae,792,4,0,0,0,0,431,4,4,102,2,0,0,0,215,0,0,3,4,144,0,0,2,107,NA,Bryales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,NA,NA,Mniaceae,NA,NA,40
Mnium,89,0,0,0,0,0,23,0,0,0,0,0,0,0,37,0,0,0,0,29,0,0,0,0,NA,Mniaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium,NA,NA,50
Mnium arizonicum,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium arizonicum,NA,NA,60
Mnium blyttii,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium blyttii,NA,NA,60
Mnium marginatum,10,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium marginatum,NA,NA,60
Mnium spinulosum,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium spinulosum,NA,NA,60
Mnium thomsonii,12,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium thomsonii,NA,NA,60
Niphotrichum,69,0,0,0,0,0,19,0,0,1,0,0,0,0,34,0,0,1,0,16,0,0,1,3,NA,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum,NA,NA,50
Niphotrichum elongatum,10,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,NA,Niphotrichum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum elongatum,NA,NA,60
Niphotrichum ericoides,21,0,0,0,0,0,7,0,0,1,0,0,0,0,10,0,0,1,0,4,0,0,1,3,NA,Niphotrichum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum ericoides,NA,NA,60
Orthotrichaceae,637,1,9,0,0,2,461,1,1,22,2,0,0,0,110,0,0,3,1,55,0,0,1,28,NA,Orthotrichales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,NA,NA,Orthotrichaceae,NA,NA,40
Orthotrichum,273,0,6,0,0,1,187,0,0,10,2,0,0,0,43,0,0,2,0,35,0,0,1,14,NA,Orthotrichaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum,NA,NA,50
Orthotrichum affine,11,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum affine,NA,NA,60
Orthotrichum alpestre,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum alpestre,NA,NA,60
Orthotrichum anodon,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum anodon,NA,NA,60
Orthotrichum bolanderi,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum bolanderi,NA,NA,60
Orthotrichum consimile,7,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum consimile,NA,NA,60
Orthotrichum coulteri,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum coulteri,NA,NA,60
Orthotrichum cupulatum,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum cupulatum,NA,NA,60
Orthotrichum diaphanum,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum diaphanum,NA,NA,60
Orthotrichum euryphyllum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum euryphyllum,NA,NA,60
Orthotrichum flowersii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum flowersii,NA,NA,60
Orthotrichum hallii,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum hallii,NA,NA,60
Orthotrichum holzingeri,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum holzingeri,NA,NA,60
Orthotrichum kellmanii,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum kellmanii,NA,NA,60
Orthotrichum laevigatum,15,0,0,0,0,0,5,0,0,1,0,0,0,0,5,0,0,1,0,5,0,0,1,3,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum laevigatum,NA,NA,60
Orthotrichum lyellii,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum lyellii,NA,NA,60
Orthotrichum macounii,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum macounii,NA,NA,60
Orthotrichum norissii,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum norissii,NA,NA,60
Orthotrichum pallens,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pallens,NA,NA,60
Orthotrichum papillosum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum papillosum,NA,NA,60
Orthotrichum pellucidum,11,0,0,0,0,0,5,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,2,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pellucidum,NA,NA,60
Orthotrichum praemorsum,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum praemorsum,NA,NA,60
Orthotrichum pulchellum,7,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pulchellum,NA,NA,60
